status	family	pval	qval	ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	gc	gene_short_name	mean_exprs	exprs_rank	n_cells_exprs	total_feature_exprs	pct_total_exprs	pct_dropout	total_feature_counts	log10_total_feature_counts	pct_total_counts	total_feature_tpm	log10_total_feature_tpm	pct_total_tpm	is_feature_control	use_for_ordering
OK	negbinomial.size	7.91408009750183e-29	6.64782728190154e-25	ENSG00000023445	BIRC3	11	102317450	102339403	0.419695727430081	BIRC3	0.772166047625641	12335	351	918.105430626887	0.0222175771505947	70.4793944491169	2593.36090502579	3.41403039123865	0.0196740084710559	295510.85	5.47057490073817	0.0262666700134218	FALSE	TRUE
OK	negbinomial.size	3.87860654560849e-27	1.62901474915557e-23	ENSG00000176887	SOX11	2	5692667	5701385	0.439729326757656	SOX11	0.667606801213376	12113	476	793.784486642704	0.0192090880683361	59.9663582842725	1452.88973812965	3.16253147121515	0.0110220544159813	159706.52	5.20332536584176	0.0141956156934067	FALSE	TRUE
OK	negbinomial.size	2.29004008114852e-26	6.41211222721586e-23	ENSG00000115009	CCL20	2	227813842	227817564	0.380875637926403	CCL20	0.465915584632162	11380	282	553.97363012764	0.0134058153412206	76.282590412111	4955.68911705284	3.69519168086149	0.0375953341009618	432285.54	5.63577171322338	0.0384239753997319	FALSE	TRUE
OK	negbinomial.size	6.79954013369236e-26	1.4279034280754e-22	ENSG00000140379	BCL2A1	15	79960889	79971446	0.408126539117257	BCL2A1	0.731489041878859	12247	187	869.740470793963	0.0210471753746901	84.2724978973928	6531.20534856433	3.81505982890397	0.0495476696301098	931758.16	5.96930367093798	0.08281991717405	FALSE	TRUE
OK	negbinomial.size	6.41501739178482e-25	1.07772292181985e-21	ENSG00000172243	CLEC7A	12	10116777	10130258	0.405132769618751	CLEC7A	0.580479142893179	11856	285	690.18970089999	0.0167021590514077	76.0302775441547	1234.58023111129	3.09187095111212	0.00936589345432434	130748.79	5.11644100001033	0.0116216894289472	FALSE	TRUE
OK	negbinomial.size	2.76200713955499e-21	3.86680999537698e-18	ENSG00000099337	KCNK6	19	38319844	38332076	0.448786070465135	KCNK6	0.115858979353603	6067	79	137.756326451434	0.00333361693419834	93.3557611438183	340.740407867456	2.53369633342656	0.00258495825159697	22176.46	4.34591180461064	0.0019711687638063	FALSE	TRUE
OK	negbinomial.size	3.45436618078747e-19	4.14523941694496e-16	ENSG00000213965	NUDT19	19	32691961	32713796	0.415323319289247	NUDT19	1.06235201076275	12740	628	1263.13654079692	0.0305671142013926	47.1825063078217	3094.49248336238	3.49072975377351	0.0234757419275143	329425.14	5.51775805751539	0.0292811632686424	FALSE	TRUE
OK	negbinomial.size	4.21707306605355e-19	4.42792671935623e-16	ENSG00000168300	PCMTD1	8	51817575	51899186	0.353465176689702	PCMTD1	0.876466581773018	12524	583	1042.11876572812	0.0252186222902938	50.9671993271657	1989.50590523557	3.29896347034384	0.0150929845348429	326833.83	5.51432833204269	0.0290508330297612	FALSE	TRUE
OK	negbinomial.size	4.95129359139978e-19	4.62120735197313e-16	ENSG00000162885	B3GALNT2	1	235449923	235504481	0.421818581718873	B3GALNT2	0.565724685498072	11804	537	672.646651057207	0.0162776282183065	54.8359966358284	929.650384364105	2.96878656104807	0.00705260478850239	94998.81	4.97772273669902	0.0084440296995449	FALSE	TRUE
OK	negbinomial.size	6.35541645873035e-19	5.3385498253335e-16	ENSG00000135111	TBX3	12	114670254	114684164	0.457192150097046	TBX3	0.153608289644572	7303	396	182.640256387396	0.00441977996396413	66.6947014297729	401.273767043841	2.60452171241325	0.00304418234914147	24225.34	4.38428780795236	0.0021532847668468	FALSE	FALSE
OK	negbinomial.size	1.17069644216397e-18	8.93986374016124e-16	ENSG00000121039	RDH10	8	73294612	73325281	0.415422236713401	RDH10	0.575804565069493	11836	364	684.631627867627	0.0165676571605727	69.3860386879731	1557.71288656621	3.19276612592436	0.0118172740502047	194333.93	5.28855086824179	0.0172734950737728	FALSE	TRUE
OK	negbinomial.size	2.14313920469977e-18	1.50019744328984e-15	ENSG00000154380	ENAH	1	225486835	225653142	0.409366957692955	ENAH	0.703102548496024	12180	546	835.988930161773	0.020230409202819	54.0790580319596	1051.97153030971	3.02241662911849	0.0079805694450449	105447.75	5.02304143593591	0.00937279038284991	FALSE	FALSE
OK	negbinomial.size	7.75055693151004e-18	5.00805217112957e-15	ENSG00000138439	FAM117B	2	202635188	202769757	0.409920487478636	FAM117B	0.399341832801937	10969	239	474.817439201503	0.0114902850326287	79.8990748528175	876.934032925674	2.94346188468438	0.00665268284059575	95178.77	4.97854465100013	0.00846002555870072	FALSE	TRUE
