status	family	pval	qval	ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	gc	gene_short_name	mean_exprs	exprs_rank	n_cells_exprs	total_feature_exprs	pct_total_exprs	pct_dropout	total_feature_counts	log10_total_feature_counts	pct_total_counts	total_feature_tpm	log10_total_feature_tpm	pct_total_tpm	is_feature_control	use_for_ordering
OK	negbinomial.size	3.91256789594478e-30	1.64327851629681e-26	ENSG00000139433	GLTP	12	109850943	109880488	0.461382251404589	GLTP	1.00487671149952	12689	838	1194.79840997293	0.0289133741806275	29.5206055508831	1788.22029539095	3.25266381579523	0.0135659719291118	297473.13	5.47344920305021	0.026441088520336	FALSE	TRUE
OK	negbinomial.size	3.54294427572102e-30	1.64327851629681e-26	ENSG00000145604	SKP2	5	36151989	36184319	0.398997865825369	SKP2	0.371806426122794	10733	372	442.077840660002	0.0106980072263873	68.713204373423	683.484290595235	2.83536348521494	0.00518511546038386	76588.51	4.88416929102833	0.00680761846473542	FALSE	TRUE
OK	negbinomial.size	2.9745024015901e-28	8.32860672445227e-25	ENSG00000257017	HP	16	72054592	72061055	0.519956683168317	HP	0.184045887402253	8094	27	218.830560121279	0.00529556267746139	97.7291841883936	10033.0915734865	4.0014780601837	0.0761140218567802	845211.98	5.92696615792487	0.0751272048726837	FALSE	TRUE
OK	negbinomial.size	1.03766931781474e-27	2.17910556741095e-24	ENSG00000247077	PGAM5	12	132710819	132722734	0	PGAM5	0.446877961262471	11274	655	531.337895941078	0.0128580447324497	44.9116904962153	409.97380463046	2.61381414093446	0.00311018342629426	65455.22	4.81595092183142	0.00581802889604876	FALSE	TRUE
OK	negbinomial.size	5.10157514753679e-27	8.5706462478618e-24	ENSG00000282019	GPI	CHR_HSCHR19_2_CTG3_1	34359480	34381539	NA	GPI	1.17774429170646	12846	883	1400.33796283898	0.0338873027959742	25.7359125315391	2705.25802743561	3.43236920192499	0.0205228933794045	234782.66	5.3706678684752	0.0208688061879739	FALSE	FALSE
OK	negbinomial.size	4.63748809083179e-26	6.49248332716451e-23	ENSG00000213965	NUDT19	19	32691961	32713796	0.415323319289247	NUDT19	1.06235201076275	12740	628	1263.13654079692	0.0305671142013926	47.1825063078217	3094.49248336238	3.49072975377351	0.0234757419275143	329425.14	5.51775805751539	0.0292811632686424	FALSE	TRUE
OK	negbinomial.size	2.64104181587796e-25	3.16925017905355e-22	ENSG00000148153	INIP	9	112683926	112718236	0.416688525545743	INIP	0.591218680307931	11902	667	702.95901088613	0.0170111683659297	43.9024390243902	1134.0599134392	3.05501878610121	0.00860331637623179	167399.09	5.22375568714884	0.0148793746746595	FALSE	TRUE
OK	negbinomial.size	3.59122521417334e-25	3.35181019989512e-22	ENSG00000114346	ECT2	3	172750682	172821474	0.360953766615343	ECT2	0.270938469429079	9669	489	322.145840151175	0.00779572783096908	58.8730025231287	359.205300495153	2.55655009926325	0.00272503842835541	48670.83	4.68727767548042	0.00432613770658286	FALSE	TRUE
OK	negbinomial.size	3.22343570071235e-25	3.35181019989512e-22	ENSG00000267534	S1PR2	19	10221435	10231272	0.605001016466762	S1PR2	0.695090696671369	12167	660	826.462838342258	0.0199998837393119	44.4911690496215	1226.94170207707	3.08917774867222	0.00930794529730753	154304.41	5.18838115284188	0.0137154457072752	FALSE	TRUE
OK	negbinomial.size	5.69534515417829e-25	4.78408992950976e-22	ENSG00000172689	MS4A10	11	60785348	60801305	0.521368592555458	MS4A10	0.217655898652247	8789	585	258.792863497521	0.00626262542293596	50.7989907485282	165.186427531054	2.22059555200487	0.00125315345359426	32072.56	4.50614716705499	0.00285078991179401	FALSE	TRUE
OK	negbinomial.size	1.34316961971103e-24	1.02569316414297e-21	ENSG00000269526	ERVV-1	19	53013921	53016122	0.387829246139873	ERVV-1	0.217802672573647	8793	580	258.967377690067	0.00626684855723775	51.219512195122	179.544740440001	2.25658484124717	0.00136207989312424	41037.54	4.61319190178158	0.0036476478658655	FALSE	TRUE
OK	negbinomial.size	1.57268895370816e-24	1.10088226759571e-21	ENSG00000266904	LINC00663	19	19757366	19776423	0.570626508552839	LINC00663	0.207028117953773	8573	560	246.156432247037	0.00595683169070181	52.901597981497	265.89743601233	2.42634440169667	0.00201717716897818	120559.53	5.08120514852663	0.0107160105677447	FALSE	TRUE
OK	negbinomial.size	2.46016905369094e-24	1.58964769623107e-21	ENSG00000269404	SPIB	19	50418938	50431313	0.537168713639302	SPIB	0.273950083654929	9716	575	325.726649465711	0.00788238117660167	51.6400336417157	249.495371210046	2.39879970514734	0.00189274621868601	61518.85	4.78901526788161	0.00546814214285261	FALSE	TRUE
OK	negbinomial.size	4.16849695249007e-24	2.50109817149404e-21	ENSG00000162769	FLVCR1	1	212858255	212899363	0.454936875136831	FLVCR1	0.225271723370306	8950	491	267.848079087294	0.0064817559762142	58.7047939444912	222.570713560946	2.3494149129358	0.00168848774403942	49998.17	4.69896279498778	0.00444411916741794	FALSE	TRUE
OK	negbinomial.size	7.6105655966706e-24	4.26191673413554e-21	ENSG00000182963	GJC1	17	44798448	44830816	0.397139238159968	GJC1	0.223714332061236	8919	581	265.99634082081	0.00643694506841875	51.1354079058032	135.807040580457	2.13610844830925	0.0010302726711238	24451.36	4.38832078106763	0.00217337469842269	FALSE	TRUE
OK	negbinomial.size	9.98103583735895e-24	5.24004381461345e-21	ENSG00000235884	LINC00941	12	30795681	30802711	0.363390698335941	LINC00941	0.211951145973372	8684	580	252.009912562339	0.00609848225300806	51.219512195122	161.640320066373	2.21122822029626	0.00122625162586785	27220.03	4.43490455418301	0.00241946969380462	FALSE	TRUE
OK	negbinomial.size	1.0749684616595e-23	5.31160886937636e-21	ENSG00000162813	BPNT1	1	220057482	220090462	0.393893453806737	BPNT1	0.275872248380551	9737	427	328.012103324476	0.00793768773044327	64.0874684608915	383.437115258162	2.58482530972932	0.0029088681945837	52323.64	4.71870624902121	0.0046508200486753	FALSE	TRUE
