status	family	pval	qval	ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	gc	gene_short_name	mean_exprs	exprs_rank	n_cells_exprs	total_feature_exprs	pct_total_exprs	pct_dropout	total_feature_counts	log10_total_feature_counts	pct_total_counts	total_feature_tpm	log10_total_feature_tpm	pct_total_tpm	is_feature_control	use_for_ordering
OK	negbinomial.size	2.42629082616008e-18	2.03808429397446e-14	ENSG00000267534	S1PR2	19	10221435	10231272	0.605001016466762	S1PR2	0.695090696671369	12167	660	826.462838342258	0.0199998837393119	44.4911690496215	1226.94170207707	3.08917774867222	0.00930794529730753	154304.41	5.18838115284188	0.0137154457072752	FALSE	TRUE
OK	negbinomial.size	2.91374238014831e-16	1.22377179966229e-12	ENSG00000130164	LDLR	19	11089362	11133816	0.521921043752109	LDLR	0.602044349052869	11929	605	715.830731023861	0.0173226559420631	49.1169049621531	1559.69629162809	3.19331839844818	0.0118323207519242	109620.82	5.03989700818496	0.00974371636622044	FALSE	TRUE
OK	negbinomial.size	7.66978142318448e-16	1.77848349517773e-12	ENSG00000049541	RFC2	7	74231499	74254458	0.461019163763066	RFC2	0.611605991438403	11965	427	727.199523820261	0.0175977736166102	64.0874684608915	1299.91329261802	3.11424835129454	0.00986152952373236	143325.43	5.15632628352197	0.0127395720811665	FALSE	TRUE
OK	negbinomial.size	8.46896902465584e-16	1.77848349517773e-12	ENSG00000145604	SKP2	5	36151989	36184319	0.398997865825369	SKP2	0.371806426122794	10733	372	442.077840660002	0.0106980072263873	68.713204373423	683.484290595235	2.83536348521494	0.00518511546038386	76588.51	4.88416929102833	0.00680761846473542	FALSE	TRUE
OK	negbinomial.size	1.43713679689533e-15	2.41438981878415e-12	ENSG00000134202	GSTM3	1	109733932	109741038	0.462361052483467	GSTM3	0.735524171789691	12257	500	874.538240257943	0.0211632783947364	57.9478553406224	2063.15309987029	3.31474190611552	0.0156516940952072	176474.6	5.24668466712954	0.0156860571581403	FALSE	TRUE
OK	negbinomial.size	2.35108640055969e-14	3.29152096078356e-11	ENSG00000162928	PEX13	2	61017225	61051990	0.441695909796928	PEX13	0.484764903493816	11480	492	576.385470254147	0.0139481678537828	58.6206896551724	637.079496548867	2.80487478963297	0.00483307486726913	67789.82	4.83117088718163	0.00602554130316794	FALSE	TRUE
OK	negbinomial.size	3.36148066904422e-14	3.52955470249643e-11	ENSG00000087263	OGFOD1	16	56451490	56479100	0.418673716996849	OGFOD1	0.521364522251399	11645	412	619.902416956914	0.0150012507443467	65.3490328006728	1087.26508632022	3.03673469637638	0.00824831687602488	161858.33	5.20913773834305	0.0143868806950186	FALSE	TRUE
OK	negbinomial.size	3.06207075649528e-14	3.52955470249643e-11	ENSG00000110911	SLC11A2	12	50979401	51028566	0.420229426839686	SLC11A2	0.436667071483834	11203	431	519.197147994279	0.0125642462261172	63.7510513036165	853.346735695982	2.93163416441014	0.00647374257639768	68494.72	4.83566343516462	0.00608819678838095	FALSE	TRUE
OK	negbinomial.size	4.49825847752772e-14	4.19837457902587e-11	ENSG00000137364	TPMT	6	18128311	18155074	0.412830668061575	TPMT	0.508927580090612	11592	557	605.114892727738	0.0146434019075267	53.1539108494533	700.413864684804	2.84597434622839	0.00531354825329135	99777.44	4.99903670961832	0.00886878126899231	FALSE	TRUE
OK	negbinomial.size	6.78529446961991e-14	5.69964735448073e-11	ENSG00000185009	AP3M1	10	74120255	74151063	0.448180726411114	AP3M1	0.359688302532606	10621	414	427.669391711268	0.0103493317742442	65.1808242220353	529.456952444418	2.72465014587278	0.0040166181834793	47802.78	4.67946223904382	0.00424898052976465	FALSE	TRUE
OK	negbinomial.size	2.04989262022525e-13	1.47885595216478e-10	ENSG00000104824	HNRNPL	19	38836388	38852347	0.518358395989975	HNRNPL	0.606058208905357	11950	636	720.603210388469	0.0174381469575235	46.5096719932717	649.110893011578	2.81298744297408	0.00492434862537478	75503.85	4.8779748491204	0.00671120777018137	FALSE	FALSE
OK	negbinomial.size	2.1126513602354e-13	1.47885595216478e-10	ENSG00000148153	INIP	9	112683926	112718236	0.416688525545743	INIP	0.591218680307931	11902	667	702.95901088613	0.0170111683659297	43.9024390243902	1134.0599134392	3.05501878610121	0.00860331637623179	167399.09	5.22375568714884	0.0148793746746595	FALSE	TRUE
OK	negbinomial.size	2.65472391527517e-13	1.71536006833165e-10	ENSG00000116299	KIAA1324	1	109113679	109206781	0.401619711502315	KIAA1324	0.551544329109696	11756	365	655.786207311429	0.0158696160257859	69.3019343986543	1228.0985578693	3.08958670910501	0.00931672155001187	112292.29	5.05035380610084	0.00998117167772848	FALSE	TRUE
OK	negbinomial.size	3.07826514026506e-13	1.84695908415904e-10	ENSG00000169241	SLC50A1	1	155135344	155138857	0.468981217985202	SLC50A1	0.635108160314942	12029	664	755.143602614466	0.0182740028445417	44.1547518923465	1248.58750910291	3.09676667534021	0.00947215683838688	171265.79	5.23367315795668	0.0152230687655563	FALSE	TRUE
OK	negbinomial.size	4.66672606486149e-13	2.61336659632243e-10	ENSG00000175354	PTPN2	18	12785478	12929643	0.421874783235992	PTPN2	0.606937272730344	11953	356	721.648417276379	0.017463440310439	70.0588730025231	1369.09204172524	3.13674974370433	0.0103863401250316	133306.52	5.12485464905667	0.0118490348881526	FALSE	TRUE
OK	negbinomial.size	1.59058100917221e-12	8.35055029815409e-10	ENSG00000114125	RNF7	3	141738204	141747560	0.380998183178369	RNF7	0.668602797690505	12116	513	794.96872645401	0.0192377459310333	56.8544995794785	1259.44647560026	3.10052440824729	0.00955453619347079	191845.18	5.28295315604183	0.0170522809457775	FALSE	TRUE
OK	negbinomial.size	3.39928555119125e-12	1.67964697823568e-09	ENSG00000100299	ARSA	22	50622754	50628173	0.651845018450184	ARSA	0.394488639415014	10933	590	469.046992264451	0.0113506438261391	50.3784693019344	401.044508927455	2.60427413495405	0.0030424431287672	57306.1	4.75820843173704	0.00509368917742328	FALSE	TRUE
OK	negbinomial.size	4.87953149017528e-12	2.27711469541513e-09	ENSG00000111696	NT5DC3	12	103770453	103841197	0.386543218602021	NT5DC3	0.482445500991462	11466	629	573.627700678849	0.0138814315550323	47.0984020185029	645.83799304345	2.81079552095071	0.00489951943111452	60507.45	4.7818160280759	0.00537824321003314	FALSE	FALSE
OK	negbinomial.size	6.41429765299196e-12	2.83579475184908e-09	ENSG00000164548	TRA2A	7	23504780	23532041	0.441163524319566	TRA2A	2.17863434191767	13173	1086	2590.39623254011	0.0626859685469595	8.6627417998318	9690.40126988649	3.98638657578982	0.0735142711152199	1386534.4	6.14193096214208	0.123242992760022	FALSE	TRUE
OK	negbinomial.size	9.2417756780323e-12	3.88154578477357e-09	ENSG00000232677	LINC00665	19	36313067	36331718	0.47635642290371	LINC00665	0.475436927815663	11435	618	565.294507172823	0.0136797734845593	48.0235492010093	636.42659877479	2.80443018191791	0.00482812179023575	109014.1	5.03748665750468	0.00968978767280514	FALSE	TRUE
